"Município";"Pib"
"Divino de São Lourenço (ES)";"82578"
"Domingos Martins (ES)";"957684"
"Dores do Rio Preto (ES)";"159782"
"Ecoporanga (ES)";"411089"
"Fundão (ES)";"468479"
"Governador Lindenberg (ES)";"334329"
"Guaçuí (ES)";"612495"
"Guarapari (ES)";"2537472"
"Ibatiba (ES)";"450090"
"Ibiraçu (ES)";"289514"
"Ibitirama (ES)";"171983"
"Iconha (ES)";"314849"
"Irupi (ES)";"236224"
"Itaguaçu (ES)";"325867"
"Itapemirim (ES)";"5744186"
"Itarana (ES)";"266030"
"Iúna (ES)";"538444"
"Jaguaré (ES)";"963635"
"Jerônimo Monteiro (ES)";"172125"
"João Neiva (ES)";"646255"
"Laranja da Terra (ES)";"187688"
"Linhares (ES)";"8036008"
"Mantenópolis (ES)";"203075"
"Marataízes (ES)";"6659696"
"Marechal Floriano (ES)";"516906"
"Marilândia (ES)";"312886"
"Mimoso do Sul (ES)";"607415"
"Montanha (ES)";"410506"
"Mucurici (ES)";"96748"
"Muniz Freire (ES)";"383338"
"Muqui (ES)";"234321"
"Nova Venécia (ES)";"1339644"
"Pancas (ES)";"358499"
"Pedro Canário (ES)";"401437"
"Pinheiros (ES)";"861702"
"Piúma (ES)";"876050"
"Ponto Belo (ES)";"107548"
"Presidente Kennedy (ES)";"6811825"
"Rio Bananal (ES)";"525682"
"Rio Novo do Sul (ES)";"229883"
"Santa Leopoldina (ES)";"330158"
"Santa Maria de Jetibá (ES)";"1631424"
"Santa Teresa (ES)";"577185"
"São Domingos do Norte (ES)";"331339"
"São Gabriel da Palha (ES)";"762065"
"São José do Calçado (ES)";"203596"
"São Mateus (ES)";"2947644"
"São Roque do Canaã (ES)";"228984"
"Serra (ES)";"37279406"
"Sooretama (ES)";"667529"
"Vargem Alta (ES)";"430100"
"Venda Nova do Imigrante (ES)";"702153"
"Viana (ES)";"4227568"
"Vila Pavão (ES)";"180643"
"Vila Valério (ES)";"434064"
"Vila Velha (ES)";"16305842"
"Vitória (ES)";"31423573"
"Angra dos Reis (RJ)";"11194244"
"Aperibé (RJ)";"249125"
"Araruama (RJ)";"4234265"
"Areal (RJ)";"427444"
"Armação dos Búzios (RJ)";"2970333"
"Arraial do Cabo (RJ)";"2705477"
"Barra do Piraí (RJ)";"2713911"
"Barra Mansa (RJ)";"6449309"
"Belford Roxo (RJ)";"8839808"
"Bom Jardim (RJ)";"887304"
"Bom Jesus do Itabapoana (RJ)";"908167"
"Cabo Frio (RJ)";"12359627"
"Cachoeiras de Macacu (RJ)";"1305514"
"Cambuci (RJ)";"400563"
"Carapebus (RJ)";"726769"
"Comendador Levy Gasparian (RJ)";"603975"
"Campos dos Goytacazes (RJ)";"37179860"
"Cantagalo (RJ)";"841421"
"Cardoso Moreira (RJ)";"395482"
"Carmo (RJ)";"561153"
"Casimiro de Abreu (RJ)";"2352168"
"Conceição de Macabu (RJ)";"434144"
"Cordeiro (RJ)";"456176"
"Duas Barras (RJ)";"249220"
"Duque de Caxias (RJ)";"53136666"
"Engenheiro Paulo de Frontin (RJ)";"406744"
"Guapimirim (RJ)";"1364014"
"Iguaba Grande (RJ)";"631409"
"Itaboraí (RJ)";"5640738"
"Itaguaí (RJ)";"10502749"
"Italva (RJ)";"418766"
"Itaocara (RJ)";"635896"
"Itaperuna (RJ)";"3394972"
"Itatiaia (RJ)";"6893431"
"Japeri (RJ)";"1530205"
"Laje do Muriaé (RJ)";"184165"
"Macaé (RJ)";"17747016"
"Macuco (RJ)";"214875"
"Magé (RJ)";"4765844"
"Mangaratiba (RJ)";"3211900"
"Maricá (RJ)";"85814296"
"Mendes (RJ)";"357694"
"Mesquita (RJ)";"2619229"
"Miguel Pereira (RJ)";"632510"
"Miracema (RJ)";"662192"
"Natividade (RJ)";"324266"
"Nilópolis (RJ)";"3059486"
"Niterói (RJ)";"66345730"
"Nova Friburgo (RJ)";"6324935"
"Nova Iguaçu (RJ)";"17794593"
"Paracambi (RJ)";"1162885"
"Paraíba do Sul (RJ)";"1253032"
"Paraty (RJ)";"1955303"
"Paty do Alferes (RJ)";"684863"
"Petrópolis (RJ)";"15665448"
"Pinheiral (RJ)";"1452647"
"Piraí (RJ)";"2449990"
"Porciúncula (RJ)";"415950"
"Porto Real (RJ)";"4245742"
"Quatis (RJ)";"305015"
"Queimados (RJ)";"4361718"
"Quissamã (RJ)";"5996913"
"Resende (RJ)";"10754410"
"Rio Bonito (RJ)";"1831415"
"Rio Claro (RJ)";"435971"
"Rio das Flores (RJ)";"294391"
"Rio das Ostras (RJ)";"8949070"
"Rio de Janeiro (RJ)";"359634753"
"Santa Maria Madalena (RJ)";"234582"
"Santo Antônio de Pádua (RJ)";"1284644"
"São Francisco de Itabapoana (RJ)";"1184531"
"São Fidélis (RJ)";"845192"
"São Gonçalo (RJ)";"20324883"
"São João da Barra (RJ)";"9886875"
"São João de Meriti (RJ)";"8963782"
"São José de Ubá (RJ)";"196862"
"São José do Vale do Rio Preto (RJ)";"738568"
"São Pedro da Aldeia (RJ)";"2743661"
"São Sebastião do Alto (RJ)";"241289"
"Sapucaia (RJ)";"1000575"
"Saquarema (RJ)";"42178208"
"Seropédica (RJ)";"4777037"
"Silva Jardim (RJ)";"602644"
"Sumidouro (RJ)";"600127"
"Tanguá (RJ)";"694549"
"Teresópolis (RJ)";"5923947"
"Trajano de Moraes (RJ)";"242020"
"Três Rios (RJ)";"6348173"
"Valença (RJ)";"3122612"
"Varre-Sai (RJ)";"264154"
"Vassouras (RJ)";"1321272"
"Volta Redonda (RJ)";"19671281"
"Adamantina (SP)";"1370866"
"Adolfo (SP)";"115490"
"Aguaí (SP)";"1314737"
"Águas da Prata (SP)";"209004"
"Águas de Lindóia (SP)";"585604"
"Águas de Santa Bárbara (SP)";"217296"
"Águas de São Pedro (SP)";"147855"
"Agudos (SP)";"2638623"
"Alambari (SP)";"129390"
"Alfredo Marcondes (SP)";"120355"
"Altair (SP)";"112274"
"Altinópolis (SP)";"833396"
"Alto Alegre (SP)";"113585"
"Alumínio (SP)";"3982313"
"Álvares Florence (SP)";"124351"
"Álvares Machado (SP)";"709876"
"Álvaro de Carvalho (SP)";"58586"
"Alvinlândia (SP)";"58405"
"Americana (SP)";"15217280"
"Américo Brasiliense (SP)";"1230444"
"Américo de Campos (SP)";"126802"
"Amparo (SP)";"5152156"
"Analândia (SP)";"208314"
"Andradina (SP)";"2845285"
"Angatuba (SP)";"1474152"
"Anhembi (SP)";"169558"
"Anhumas (SP)";"105621"
"Aparecida (SP)";"1041067"
"Aparecida d'Oeste (SP)";"151540"
"Apiaí (SP)";"897713"
"Araçariguama (SP)";"4814504"
"Araçatuba (SP)";"9017958"
"Araçoiaba da Serra (SP)";"1205884"
"Aramina (SP)";"150277"
"Arandu (SP)";"194818"
"Arapeí (SP)";"45568"
"Araraquara (SP)";"11953237"
"Araras (SP)";"6942567"
"Arco-Íris (SP)";"62096"
"Arealva (SP)";"227083"
"Areias (SP)";"58113"
"Areiópolis (SP)";"163060"
"Ariranha (SP)";"1136911"
"Artur Nogueira (SP)";"1721737"
"Arujá (SP)";"8293370"
"Aspásia (SP)";"39546"
"Assis (SP)";"4082516"
"Atibaia (SP)";"8361032"
"Auriflama (SP)";"358544"
"Avaí (SP)";"376094"
"Avanhandava (SP)";"199389"
"Avaré (SP)";"3278922"
"Bady Bassitt (SP)";"551849"
"Balbinos (SP)";"65400"
"Bálsamo (SP)";"278642"
"Bananal (SP)";"216018"
"Barão de Antonina (SP)";"74956"
"Barbosa (SP)";"109125"
"Bariri (SP)";"1623406"
"Barra Bonita (SP)";"1515653"
"Barra do Chapéu (SP)";"133738"
"Barra do Turvo (SP)";"125821"
"Barretos (SP)";"5903516"
"Barrinha (SP)";"624816"
"Barueri (SP)";"58027667"
"Bastos (SP)";"1067217"
"Batatais (SP)";"2416803"
"Bauru (SP)";"16721368"
"Bebedouro (SP)";"4080485"
"Bento de Abreu (SP)";"210460"
"Bernardino de Campos (SP)";"377950"
"Bertioga (SP)";"2067677"
"Bilac (SP)";"292577"
"Birigui (SP)";"3947388"
"Biritiba Mirim (SP)";"971016"
"Boa Esperança do Sul (SP)";"380753"
"Bocaina (SP)";"281964"
"Bofete (SP)";"212434"
"Boituva (SP)";"3393229"
"Bom Jesus dos Perdões (SP)";"1463036"
"Bom Sucesso de Itararé (SP)";"63857"
"Borá (SP)";"74195"
"Boracéia (SP)";"519153"
"Borborema (SP)";"518182"
"Borebi (SP)";"73943"
"Botucatu (SP)";"5979359"
"Bragança Paulista (SP)";"7954300"
"Braúna (SP)";"120687"
"Brejo Alegre (SP)";"75675"
"Brodowski (SP)";"894831"
"Brotas (SP)";"1123987"
"Buri (SP)";"684130"
"Buritama (SP)";"627565"
"Buritizal (SP)";"244488"
"Cabrália Paulista (SP)";"102882"
"Cabreúva (SP)";"5961333"
"Caçapava (SP)";"5214553"
"Cachoeira Paulista (SP)";"673632"
"Caconde (SP)";"574395"
"Cafelândia (SP)";"682544"
"Caiabu (SP)";"69806"
"Caieiras (SP)";"4858858"
"Caiuá (SP)";"96255"
"Cajamar (SP)";"22713160"
"Cajati (SP)";"1755226"
"Cajobi (SP)";"170916"
"Cajuru (SP)";"761749"
"Campina do Monte Alegre (SP)";"151087"
"Campinas (SP)";"72946775"
"Campo Limpo Paulista (SP)";"2530950"
"Campos do Jordão (SP)";"1449808"
"Campos Novos Paulista (SP)";"194705"
"Cananéia (SP)";"264410"
"Canas (SP)";"130060"
"Cândido Mota (SP)";"1518347"
"Cândido Rodrigues (SP)";"107108"
"Canitar (SP)";"164319"
"Capão Bonito (SP)";"1269097"
"Capela do Alto (SP)";"392354"
"Capivari (SP)";"2990810"
"Caraguatatuba (SP)";"4532236"
"Carapicuíba (SP)";"6854706"
"Cardoso (SP)";"321120"
"Casa Branca (SP)";"1179142"
"Cássia dos Coqueiros (SP)";"293111"
"Castilho (SP)";"1388287"
"Catanduva (SP)";"5218361"
"Catiguá (SP)";"152902"
"Cedral (SP)";"533104"
"Cerqueira César (SP)";"956914"
"Cerquilho (SP)";"2343906"
"Cesário Lange (SP)";"740569"
"Charqueada (SP)";"515123"
"Clementina (SP)";"186411"
"Colina (SP)";"1541673"
"Colômbia (SP)";"373219"
"Conchal (SP)";"859274"
"Conchas (SP)";"432993"
"Cordeirópolis (SP)";"4107826"
"Coroados (SP)";"218777"
"Coronel Macedo (SP)";"141158"
"Corumbataí (SP)";"345026"
"Cosmópolis (SP)";"2109640"
"Cosmorama (SP)";"506809"
"Cotia (SP)";"16114165"
"Cravinhos (SP)";"1753137"
"Cristais Paulista (SP)";"346566"
"Cruzália (SP)";"137664"
"Cruzeiro (SP)";"3182373"
"Cubatão (SP)";"21946472"
"Cunha (SP)";"326362"
"Descalvado (SP)";"2081162"
"Diadema (SP)";"18484356"
"Dirce Reis (SP)";"69827"
"Divinolândia (SP)";"491457"
"Dobrada (SP)";"138927"
"Dois Córregos (SP)";"835299"
"Dolcinópolis (SP)";"58947"
"Dourado (SP)";"802299"
"Dracena (SP)";"1444978"
"Duartina (SP)";"252626"
"Dumont (SP)";"342332"
"Echaporã (SP)";"152432"
"Eldorado (SP)";"329349"
"Elias Fausto (SP)";"1004655"
"Elisiário (SP)";"76051"
"Embaúba (SP)";"57200"
"Embu das Artes (SP)";"14314754"
"Embu-Guaçu (SP)";"1456125"
"Emilianópolis (SP)";"79175"
"Engenheiro Coelho (SP)";"661053"
"Espírito Santo do Pinhal (SP)";"2065824"
"Espírito Santo do Turvo (SP)";"91772"
"Estrela d'Oeste (SP)";"753257"
"Estrela do Norte (SP)";"62446"
"Euclides da Cunha Paulista (SP)";"136498"
"Fartura (SP)";"473712"
"Fernandópolis (SP)";"2468766"
"Fernando Prestes (SP)";"205594"
"Fernão (SP)";"80954"
"Ferraz de Vasconcelos (SP)";"4740673"
"Flora Rica (SP)";"42156"
"Floreal (SP)";"81886"
"Flórida Paulista (SP)";"264841"
"Florínea (SP)";"171949"
"Franca (SP)";"11276086"
"Francisco Morato (SP)";"1872467"
"Franco da Rocha (SP)";"4297871"
"Gabriel Monteiro (SP)";"93705"
"Gália (SP)";"172719"
"Garça (SP)";"1725228"
"Gastão Vidigal (SP)";"85828"
"Gavião Peixoto (SP)";"1184185"
"General Salgado (SP)";"275099"
"Getulina (SP)";"215988"
"Glicério (SP)";"125314"
"Guaiçara (SP)";"232241"
"Guaimbê (SP)";"442962"
"Guaíra (SP)";"2704845"
"Guapiaçu (SP)";"896415"
"Guapiara (SP)";"439112"
"Guará (SP)";"618205"
"Guaraçaí (SP)";"326572"
"Guaraci (SP)";"375453"
"Guarani d'Oeste (SP)";"37040"
"Guarantã (SP)";"196319"
"Guararapes (SP)";"1199678"
"Guararema (SP)";"1546741"
"Guaratinguetá (SP)";"7877882"
"Guareí (SP)";"313681"
"Guariba (SP)";"1135134"
"Guarujá (SP)";"10494252"
"Guarulhos (SP)";"77376467"
"Guatapará (SP)";"245363"
"Guzolândia (SP)";"93585"
"Herculândia (SP)";"355955"
"Holambra (SP)";"1463401"
"Hortolândia (SP)";"18377822"
"Iacanga (SP)";"658010"
"Iacri (SP)";"316795"
"Iaras (SP)";"168922"
"Ibaté (SP)";"1159253"
"Ibirá (SP)";"318126"
"Ibirarema (SP)";"244614"
"Ibitinga (SP)";"1965223"
"Ibiúna (SP)";"2370586"
"Icém (SP)";"209289"
"Iepê (SP)";"434356"
"Igaraçu do Tietê (SP)";"381185"
"Igarapava (SP)";"1299637"
"Igaratá (SP)";"240165"
"Iguape (SP)";"1588620"
"Ilhabela (SP)";"13956618"
"Ilha Comprida (SP)";"1363561"
"Ilha Solteira (SP)";"706075"
"Indaiatuba (SP)";"22817117"
"Indiana (SP)";"86968"
"Indiaporã (SP)";"111103"
"Inúbia Paulista (SP)";"136681"
"Ipaussu (SP)";"499099"
"Iperó (SP)";"969694"
"Ipeúna (SP)";"947912"
"Ipiguá (SP)";"124259"
"Iporanga (SP)";"63459"
"Ipuã (SP)";"442715"
"Iracemápolis (SP)";"2127925"
"Irapuã (SP)";"186223"
"Irapuru (SP)";"109595"
"Itaberá (SP)";"1016119"
"Itaí (SP)";"924897"
"Itajobi (SP)";"935220"
"Itaju (SP)";"232257"
"Itanhaém (SP)";"2369275"
"Itaoca (SP)";"53345"
"Itapecerica da Serra (SP)";"4909299"
"Itapetininga (SP)";"6359723"
"Itapeva (SP)";"3788992"
"Itapevi (SP)";"12854995"
"Itapira (SP)";"4756331"
"Itapirapuã Paulista (SP)";"52590"
"Itápolis (SP)";"1630820"
"Itaporanga (SP)";"305514"
"Itapuí (SP)";"1003729"
"Itapura (SP)";"104628"
"Itaquaquecetuba (SP)";"9519618"
"Itararé (SP)";"1182424"
"Itariri (SP)";"438980"
"Itatiba (SP)";"8245498"
"Itatinga (SP)";"396660"
"Itirapina (SP)";"1273184"
"Itirapuã (SP)";"161835"
"Itobi (SP)";"198366"
"Itu (SP)";"10540813"
"Itupeva (SP)";"8423279"
"Ituverava (SP)";"1907193"
"Jaborandi (SP)";"153278"
"Jaboticabal (SP)";"3601183"
"Jacareí (SP)";"16094435"
"Jaci (SP)";"676808"
"Jacupiranga (SP)";"531089"
"Jaguariúna (SP)";"13981302"
"Jales (SP)";"1982125"
"Jambeiro (SP)";"352904"
"Jandira (SP)";"4908360"
"Jardinópolis (SP)";"1580760"
"Jarinu (SP)";"2997400"
"Jaú (SP)";"5582395"
"Jeriquara (SP)";"168937"
"Joanópolis (SP)";"261558"
"João Ramalho (SP)";"148675"
"José Bonifácio (SP)";"1381751"
"Júlio Mesquita (SP)";"58843"
"Jumirim (SP)";"214000"
"Jundiaí (SP)";"57670893"
"Junqueirópolis (SP)";"807879"
"Juquiá (SP)";"366459"
"Juquitiba (SP)";"573997"
"Lagoinha (SP)";"73967"
"Laranjal Paulista (SP)";"1411101"
"Lavínia (SP)";"184896"
"Lavrinhas (SP)";"133317"
"Leme (SP)";"4101867"
"Lençóis Paulista (SP)";"4924228"
"Limeira (SP)";"16060739"
"Lindóia (SP)";"246179"
"Lins (SP)";"6763890"
"Lorena (SP)";"3876663"
"Lourdes (SP)";"43489"
"Louveira (SP)";"19677151"
"Lucélia (SP)";"584271"
"Lucianópolis (SP)";"70465"
"Luís Antônio (SP)";"1556607"
"Luiziânia (SP)";"93809"
"Lupércio (SP)";"98337"
"Lutécia (SP)";"101173"
"Macatuba (SP)";"643783"
"Macaubal (SP)";"196952"
"Macedônia (SP)";"90931"
"Magda (SP)";"104128"
"Mairinque (SP)";"2695116"
"Mairiporã (SP)";"2288092"
"Manduri (SP)";"291908"
"Marabá Paulista (SP)";"157011"
"Maracaí (SP)";"517398"
"Marapoama (SP)";"119694"
"Mariápolis (SP)";"76482"
"Marília (SP)";"9755960"
"Marinópolis (SP)";"40067"
"Martinópolis (SP)";"754950"
"Matão (SP)";"5356571"
"Mauá (SP)";"20776213"
"Mendonça (SP)";"374785"
"Meridiano (SP)";"393842"
"Mesópolis (SP)";"81615"
"Miguelópolis (SP)";"1016137"
"Mineiros do Tietê (SP)";"226257"
"Miracatu (SP)";"456953"
"Mira Estrela (SP)";"70362"
"Mirandópolis (SP)";"738742"
"Mirante do Paranapanema (SP)";"606917"
"Mirassol (SP)";"2660334"
"Mirassolândia (SP)";"213295"
"Mococa (SP)";"3043692"
"Mogi das Cruzes (SP)";"19604517"
"Mogi Guaçu (SP)";"6865386"
"Mogi Mirim (SP)";"6313564"
"Mombuca (SP)";"124517"
"Monções (SP)";"58262"
"Mongaguá (SP)";"1254605"
"Monte Alegre do Sul (SP)";"252218"
"Monte Alto (SP)";"2435240"
"Monte Aprazível (SP)";"766600"
"Monte Azul Paulista (SP)";"639162"
"Monte Castelo (SP)";"128088"
"Monteiro Lobato (SP)";"83030"
"Monte Mor (SP)";"4317764"
"Morro Agudo (SP)";"1225918"
"Morungaba (SP)";"633324"
"Motuca (SP)";"120696"
"Murutinga do Sul (SP)";"88027"
"Nantes (SP)";"142301"
"Narandiba (SP)";"639076"
"Natividade da Serra (SP)";"93391"
"Nazaré Paulista (SP)";"465371"
"Neves Paulista (SP)";"276248"
"Nhandeara (SP)";"367777"
"Nipoã (SP)";"95892"
"Nova Aliança (SP)";"325933"
"Nova Campina (SP)";"221079"
"Nova Canaã Paulista (SP)";"46305"
"Nova Castilho (SP)";"60665"
"Nova Europa (SP)";"377461"
"Nova Granada (SP)";"512829"
"Nova Guataporanga (SP)";"36775"
"Nova Independência (SP)";"213155"
"Novais (SP)";"78660"
"Nova Luzitânia (SP)";"60214"
"Nova Odessa (SP)";"4020494"
"Novo Horizonte (SP)";"1585955"
"Nuporanga (SP)";"868092"
"Ocauçu (SP)";"141366"
"Óleo (SP)";"128272"
"Olímpia (SP)";"2551145"
"Onda Verde (SP)";"205636"
"Oriente (SP)";"129763"
"Orindiúva (SP)";"640841"
"Orlândia (SP)";"2579406"
"Osasco (SP)";"86111260"
"Oscar Bressane (SP)";"112882"
"Osvaldo Cruz (SP)";"1087490"
"Ourinhos (SP)";"3961571"
"Ouroeste (SP)";"548740"
"Ouro Verde (SP)";"134986"
"Pacaembu (SP)";"217695"
"Palestina (SP)";"420420"
"Palmares Paulista (SP)";"136419"
"Palmeira d'Oeste (SP)";"215050"
"Palmital (SP)";"900627"
"Panorama (SP)";"317826"
"Paraguaçu Paulista (SP)";"1801748"
"Paraibuna (SP)";"351772"
"Paraíso (SP)";"275313"
"Paranapanema (SP)";"945145"
"Paranapuã (SP)";"133065"
"Parapuã (SP)";"741786"
"Pardinho (SP)";"368271"
"Pariquera-Açu (SP)";"586024"
"Parisi (SP)";"53620"
"Patrocínio Paulista (SP)";"1360809"
"Paulicéia (SP)";"200145"
"Paulínia (SP)";"52389437"
"Paulistânia (SP)";"48637"
"Paulo de Faria (SP)";"269675"
"Pederneiras (SP)";"3066261"
"Pedra Bela (SP)";"118076"
"Pedranópolis (SP)";"79887"
"Pedregulho (SP)";"1731364"
"Pedreira (SP)";"1502008"
"Pedrinhas Paulista (SP)";"176652"
"Pedro de Toledo (SP)";"178609"
"Penápolis (SP)";"2082458"
"Pereira Barreto (SP)";"1087485"
"Pereiras (SP)";"317964"
"Peruíbe (SP)";"1966247"
"Piacatu (SP)";"119025"
"Piedade (SP)";"1597083"
"Pilar do Sul (SP)";"1276180"
"Pindamonhangaba (SP)";"13742498"
"Pindorama (SP)";"498801"
"Pinhalzinho (SP)";"314651"
"Piquerobi (SP)";"67093"
"Piquete (SP)";"197854"
"Piracaia (SP)";"661696"
"Piracicaba (SP)";"34555724"
"Piraju (SP)";"926203"
"Pirajuí (SP)";"540058"
"Pirangi (SP)";"364798"
"Pirapora do Bom Jesus (SP)";"826672"
"Pirapozinho (SP)";"927781"
"Pirassununga (SP)";"3312332"
"Piratininga (SP)";"278467"
"Pitangueiras (SP)";"1389561"
"Planalto (SP)";"193762"
"Platina (SP)";"120019"
"Poá (SP)";"3769347"
"Poloni (SP)";"154423"
"Pompéia (SP)";"1951861"
"Pongaí (SP)";"94399"
"Pontal (SP)";"1462865"
"Pontalinda (SP)";"98030"
"Pontes Gestal (SP)";"126663"
"Populina (SP)";"117260"
"Porangaba (SP)";"233734"
"Porto Feliz (SP)";"3754666"
"Porto Ferreira (SP)";"2495873"
"Potim (SP)";"308459"
"Potirendaba (SP)";"620169"
"Pracinha (SP)";"40969"
"Pradópolis (SP)";"1096526"
"Praia Grande (SP)";"8727831"
"Pratânia (SP)";"126367"
"Presidente Alves (SP)";"77333"
"Presidente Bernardes (SP)";"331914"
"Presidente Epitácio (SP)";"1325522"
"Presidente Prudente (SP)";"9242192"
"Presidente Venceslau (SP)";"823130"
"Promissão (SP)";"2115365"
"Quadra (SP)";"144523"
"Quatá (SP)";"821159"
"Queiroz (SP)";"684733"
"Queluz (SP)";"388523"
"Quintana (SP)";"276284"
"Rafard (SP)";"442883"
"Rancharia (SP)";"1381836"
"Redenção da Serra (SP)";"66825"
"Regente Feijó (SP)";"983725"
"Reginópolis (SP)";"184875"
"Registro (SP)";"2357409"
"Restinga (SP)";"211752"
"Ribeira (SP)";"62081"
"Ribeirão Bonito (SP)";"371778"
"Ribeirão Branco (SP)";"595499"
"Ribeirão Corrente (SP)";"319058"
"Ribeirão do Sul (SP)";"224363"
"Ribeirão dos Índios (SP)";"47001"
"Ribeirão Grande (SP)";"116992"
"Ribeirão Pires (SP)";"3891003"
"Ribeirão Preto (SP)";"39955572"
"Riversul (SP)";"92796"
"Rifaina (SP)";"191158"
"Rincão (SP)";"226043"
"Rinópolis (SP)";"349026"
"Rio Claro (SP)";"13245336"
"Rio das Pedras (SP)";"1787681"
"Rio Grande da Serra (SP)";"960727"
"Riolândia (SP)";"268963"
"Rosana (SP)";"1928456"
"Roseira (SP)";"374786"
"Rubiácea (SP)";"78950"
"Rubinéia (SP)";"102857"
"Sabino (SP)";"175476"
"Sagres (SP)";"54769"
"Sales (SP)";"169480"
"Sales Oliveira (SP)";"417237"
"Salesópolis (SP)";"251752"
"Salmourão (SP)";"96895"
"Saltinho (SP)";"377871"
"Salto (SP)";"9303487"
"Salto de Pirapora (SP)";"2221477"
"Salto Grande (SP)";"273943"
"Sandovalina (SP)";"318810"
"Santa Adélia (SP)";"382546"
"Santa Albertina (SP)";"214791"
"Santa Bárbara d'Oeste (SP)";"7825507"
"Santa Branca (SP)";"312819"
"Santa Clara d'Oeste (SP)";"96783"
"Santa Cruz da Conceição (SP)";"161651"
"Santa Cruz da Esperança (SP)";"63457"
"Santa Cruz das Palmeiras (SP)";"655974"
"Santa Cruz do Rio Pardo (SP)";"2786906"
"Santa Ernestina (SP)";"104373"
"Santa Fé do Sul (SP)";"1344881"
"Santa Gertrudes (SP)";"3895818"
"Santa Isabel (SP)";"1658733"
"Santa Lúcia (SP)";"131128"
"Santa Maria da Serra (SP)";"153024"
"Santa Mercedes (SP)";"69068"
"Santana da Ponte Pensa (SP)";"39913"
"Santana de Parnaíba (SP)";"11544903"
"Santa Rita d'Oeste (SP)";"68135"
"Santa Rita do Passa Quatro (SP)";"825835"
"Santa Rosa de Viterbo (SP)";"833444"
"Santa Salete (SP)";"42106"
"Santo Anastácio (SP)";"555801"
"Santo André (SP)";"32620295"
"Santo Antônio da Alegria (SP)";"211522"
"Santo Antônio de Posse (SP)";"1870734"
"Santo Antônio do Aracanguá (SP)";"289678"
"Santo Antônio do Jardim (SP)";"222833"
"Santo Antônio do Pinhal (SP)";"148429"
"Santo Expedito (SP)";"47273"
"Santópolis do Aguapeí (SP)";"80653"
"Santos (SP)";"24090173"
"São Bento do Sapucaí (SP)";"406647"
"São Bernardo do Campo (SP)";"58277014"
"São Caetano do Sul (SP)";"15566768"
"São Carlos (SP)";"14141854"
"São Francisco (SP)";"51168"
"São João da Boa Vista (SP)";"4135190"
"São João das Duas Pontes (SP)";"52612"
"São João de Iracema (SP)";"51478"
"São João do Pau d'Alho (SP)";"58493"
"São Joaquim da Barra (SP)";"2191086"
"São José da Bela Vista (SP)";"231517"
"São José do Barreiro (SP)";"63347"
"São José do Rio Pardo (SP)";"2375167"
"São José do Rio Preto (SP)";"20962617"
"São José dos Campos (SP)";"45208808"
"São Lourenço da Serra (SP)";"285412"
"São Luiz do Paraitinga (SP)";"204219"
"São Manuel (SP)";"1340317"
"São Miguel Arcanjo (SP)";"954225"
"São Paulo (SP)";"828980608"
"São Pedro (SP)";"886336"
"São Pedro do Turvo (SP)";"234365"
"São Roque (SP)";"3450779"
"São Sebastião (SP)";"16008645"
"São Sebastião da Grama (SP)";"428492"
"São Simão (SP)";"501327"
"São Vicente (SP)";"6121259"
"Sarapuí (SP)";"203911"
"Sarutaiá (SP)";"96558"
"Sebastianópolis do Sul (SP)";"417499"
"Serra Azul (SP)";"195523"
"Serrana (SP)";"1349050"
"Serra Negra (SP)";"845122"
"Sertãozinho (SP)";"7109022"
"Sete Barras (SP)";"379170"
"Severínia (SP)";"271912"
"Silveiras (SP)";"92559"
"Socorro (SP)";"1120219"
"Sorocaba (SP)";"44533398"
"Sud Mennucci (SP)";"226784"
"Sumaré (SP)";"16179892"
"Suzano (SP)";"14811514"
"Suzanápolis (SP)";"341981"
"Tabapuã (SP)";"287137"
"Tabatinga (SP)";"340423"
"Taboão da Serra (SP)";"10291072"
"Taciba (SP)";"186412"
"Taguaí (SP)";"343428"
"Taiaçu (SP)";"109907"
"Taiúva (SP)";"139651"
"Tambaú (SP)";"700419"
"Tanabi (SP)";"1323570"
"Tapiraí (SP)";"185138"
"Tapiratiba (SP)";"301185"
"Taquaral (SP)";"46862"
"Taquaritinga (SP)";"1660014"
"Taquarituba (SP)";"988152"
"Taquarivaí (SP)";"367324"
"Tarabai (SP)";"168350"
"Tarumã (SP)";"897036"
"Tatuí (SP)";"5076193"
"Taubaté (SP)";"16199986"
"Tejupá (SP)";"138116"
"Teodoro Sampaio (SP)";"627028"
"Terra Roxa (SP)";"174935"
"Tietê (SP)";"2158402"
"Timburi (SP)";"66301"
"Torre de Pedra (SP)";"37757"
"Torrinha (SP)";"284592"
"Trabiju (SP)";"44920"
"Tremembé (SP)";"896634"
"Três Fronteiras (SP)";"122036"
"Tuiuti (SP)";"181790"
"Tupã (SP)";"2213337"
"Tupi Paulista (SP)";"340357"
"Turiúba (SP)";"56425"
"Turmalina (SP)";"73692"
"Ubarana (SP)";"212639"
"Ubatuba (SP)";"2705941"
"Ubirajara (SP)";"114468"
"Uchoa (SP)";"401841"
"União Paulista (SP)";"57595"
"Urânia (SP)";"286014"
"Uru (SP)";"46392"
"Urupês (SP)";"483325"
"Valentim Gentil (SP)";"437546"
"Valinhos (SP)";"7969200"
"Valparaíso (SP)";"1236297"
"Vargem (SP)";"153401"
"Vargem Grande do Sul (SP)";"1287339"
"Vargem Grande Paulista (SP)";"2898203"
