,Cidade,UF,Região,População,Pib
3032,SERRA DA RAIZ,PB,Nordeste,3094.0,3094.0
3033,SERRA DA SAUDADE,MG,Sudeste,833.0,833.0
3034,SERRA DE SAO BENTO,RN,Nordeste,5703.0,5703.0
3035,SERRA DO NAVIO,AP,Norte,4673.0,4673.0
3036,SERRA DO RAMALHO,BA,Nordeste,34222.0,34222.0
3037,SERRA DOURADA,BA,Nordeste,17066.0,17066.0
3038,SERRA GRANDE,PB,Nordeste,2942.0,2942.0
3039,SERRA NEGRA DO NORTE,RN,Nordeste,7597.0,7597.0
3040,SERRA REDONDA,PB,Nordeste,6828.0,6828.0
3041,SERRA TALHADA,PE,Nordeste,92228.0,92228.0
3042,SERRANO DO MARANHAO,MA,Nordeste,10202.0,10202.0
3043,SERRANOPOLIS,GO,Centro-Oeste,8027.0,8027.0
3044,SERRANOPOLIS DE MINAS,MG,Sudeste,4399.0,4399.0
3045,SERRANOPOLIS DO IGUACU,PR,Sul,5007.0,5007.0
3046,SERRANOS,MG,Sudeste,1990.0,1990.0
3047,SERRARIA,PB,Nordeste,4885.0,4885.0
3048,SERRINHA,RN,Nordeste,6436.0,6436.0
3049,SERRINHA DOS PINTOS,RN,Nordeste,4659.0,4659.0
3050,SERRITA,PE,Nordeste,18207.0,18207.0
3051,SERRO,MG,Sudeste,21952.0,21952.0
3052,SERROLANDIA,BA,Nordeste,13335.0,13335.0
3053,SERTAO,RS,Sul,5541.0,5541.0
3054,SERTAOZINHO,PB,Nordeste,5054.0,5054.0
3055,SETE BARRAS,SP,Sudeste,12730.0,12730.0
3056,SETE DE SETEMBRO,RS,Sul,1830.0,1830.0
3057,SETE LAGOAS,MG,Sudeste,227397.0,227397.0
3058,SEVERIANO DE ALMEIDA,RS,Sul,3406.0,3406.0
3059,SEVERIANO MELO,RN,Nordeste,5487.0,5487.0
3060,SIDEROPOLIS,SC,Sul,13714.0,13714.0
3061,SIGEFREDO PACHECO,PI,Nordeste,9460.0,9460.0
3062,SILVANIA,GO,Centro-Oeste,22245.0,22245.0
3063,SILVANOPOLIS,TO,Norte,5108.0,5108.0
3064,SILVEIRANIA,MG,Sudeste,2323.0,2323.0
3065,SILVES,AM,Norte,11559.0,11559.0
3066,SIMOES,PI,Nordeste,14350.0,14350.0
3067,SIMOLANDIA,GO,Centro-Oeste,5742.0,5742.0
3068,SIMONESIA,MG,Sudeste,19750.0,19750.0
3069,SINIMBU,RS,Sul,8578.0,8578.0
3070,SIRIRI,SE,Nordeste,7834.0,7834.0
3071,SITIO DABADIA,GO,Centro-Oeste,,
3072,SITIO DO MATO,BA,Nordeste,13408.0,13408.0
3073,SITIO NOVO,RN,Nordeste,4654.0,4654.0
3074,SITIO NOVO DO TOCANTINS,TO,Norte,10830.0,10830.0
3075,SOBRADINHO,BA,Nordeste,25475.0,25475.0
3076,SOBRADINHO,RS,Sul,14226.0,14226.0
3077,SOBRADO,PB,Nordeste,8236.0,8236.0
3078,SOBRALIA,MG,Sudeste,5137.0,5137.0
3079,SOCORRO DO PIAUI,PI,Nordeste,4141.0,4141.0
3080,SOLANEA,PB,Nordeste,26774.0,26774.0
3081,SOLEDADE,PB,Nordeste,13968.0,13968.0
3082,SOLEDADE,RS,Sul,29991.0,29991.0
3083,SOLEDADE DE MINAS,MG,Sudeste,5613.0,5613.0
3084,SOLIDAO,PE,Nordeste,5210.0,5210.0
3085,SOLONOPOLE,CE,Nordeste,18179.0,18179.0
3086,SOMBRIO,SC,Sul,29991.0,29991.0
3087,SOSSEGO,PB,Nordeste,3345.0,3345.0
3088,SOUSA,PB,Nordeste,67259.0,67259.0
3089,SOUTO SOARES,BA,Nordeste,17054.0,17054.0
3090,SUCUPIRA,TO,Norte,1577.0,1577.0
3091,SUCUPIRA DO NORTE,MA,Nordeste,10238.0,10238.0
3092,SUCUPIRA DO RIACHAO,MA,Nordeste,4985.0,4985.0
3093,SUD MENNUCCI,SP,Sudeste,7355.0,7355.0
3094,SUL BRASIL,SC,Sul,2832.0,2832.0
3095,SULINA,PR,Sul,3440.0,3440.0
3096,SUME,PB,Nordeste,17166.0,17166.0
3097,SUMIDOURO,RJ,Sudeste,15206.0,15206.0
3098,SUSSUAPARA,PI,Nordeste,6220.0,6220.0
3099,SUZANAPOLIS,SP,Sudeste,3408.0,3408.0
3100,TABAI,RS,Sul,4461.0,4461.0
3101,TABATINGA,AM,Norte,66764.0,66764.0
3102,TABOCAO,TO,Norte,3455.0,3455.0
3103,TABOCAS DO BREJO VELHO,BA,Nordeste,11979.0,11979.0
3104,TABOLEIRO GRANDE,RN,Nordeste,2338.0,2338.0
3105,TABULEIRO DO NORTE,CE,Nordeste,30652.0,30652.0
3106,TACARATU,PE,Nordeste,23902.0,23902.0
3107,TACIBA,SP,Sudeste,6260.0,6260.0
3108,TACIMA,PB,Nordeste,8010.0,8010.0
3109,TACURU,MS,Centro-Oeste,10808.0,10808.0
3110,TAGUAI,SP,Sudeste,12669.0,12669.0
3111,TAGUATINGA,TO,Norte,14011.0,14011.0
3112,TAIO,SC,Sul,18310.0,18310.0
3113,TAIOBEIRAS,MG,Sudeste,33050.0,33050.0
3114,TAIPAS DO TOCANTINS,TO,Norte,2021.0,2021.0
3115,TAIPU,RN,Nordeste,11422.0,11422.0
3116,TALISMA,TO,Norte,2456.0,2456.0
3117,TAMBORIL,CE,Nordeste,24815.0,24815.0
3118,TAMBORIL DO PIAUI,PI,Nordeste,2949.0,2949.0
3119,TANQUE DARCA,AL,Nordeste,,
3120,TANQUE DO PIAUI,PI,Nordeste,2316.0,2316.0
3121,TANQUE NOVO,BA,Nordeste,17158.0,17158.0
3122,TANQUINHO,BA,Nordeste,7717.0,7717.0
3123,TAPARUBA,MG,Sudeste,3387.0,3387.0
3124,TAPAUA,AM,Norte,19599.0,19599.0
3125,TAPEJARA,RS,Sul,24557.0,24557.0
3126,TAPERA,RS,Sul,10592.0,10592.0
3127,TAPEROA,BA,Nordeste,18044.0,18044.0
3128,TAPEROA,PB,Nordeste,14068.0,14068.0
3129,TAPES,RS,Sul,14695.0,14695.0
3130,TAPIRA,MG,Sudeste,4118.0,4118.0
3131,TAPIRA,PR,Sul,5745.0,5745.0
3132,TAPIRAI,MG,Sudeste,1690.0,1690.0
3133,TAPIRAI,SP,Sudeste,7996.0,7996.0
3134,TAPIRAMUTA,BA,Nordeste,15818.0,15818.0
3135,TAQUARACU DE MINAS,MG,Sudeste,4224.0,4224.0
3136,TAQUARAL DE GOIAS,GO,Centro-Oeste,4026.0,4026.0
3137,TAQUARANA,AL,Nordeste,19032.0,19032.0
3138,TAQUARI,RS,Sul,25198.0,25198.0
3139,TAQUARIVAI,SP,Sudeste,6876.0,6876.0
3140,TAQUARUCU DO SUL,RS,Sul,3119.0,3119.0
3141,TAQUARUSSU,MS,Centro-Oeste,3625.0,3625.0
3142,TARABAI,SP,Sudeste,6536.0,6536.0
3143,TARAUACA,AC,Norte,43467.0,43467.0
3144,TARRAFAS,CE,Nordeste,7529.0,7529.0
3145,TARTARUGALZINHO,AP,Norte,12945.0,12945.0
3146,TASSO FRAGOSO,MA,Nordeste,8862.0,8862.0
3147,TAUA,CE,Nordeste,61227.0,61227.0
3148,TAVARES,PB,Nordeste,14101.0,14101.0
3149,TAVARES,RS,Sul,5212.0,5212.0
3150,TEFE,AM,Norte,73669.0,73669.0
3151,TEIXEIRA,PB,Nordeste,14631.0,14631.0
3152,TEIXEIRAS,MG,Sudeste,12255.0,12255.0
3153,TEJUCUOCA,CE,Nordeste,17154.0,17154.0
3154,TEJUPA,SP,Sudeste,4127.0,4127.0
3155,TELHA,SE,Nordeste,3274.0,3274.0
3156,TENENTE ANANIAS,RN,Nordeste,10262.0,10262.0
3157,TENENTE LAURENTINO CRUZ,RN,Nordeste,5891.0,5891.0
3158,TENORIO,PB,Nordeste,2966.0,2966.0
3159,TEODORO SAMPAIO,BA,Nordeste,7110.0,7110.0
3160,TEOLANDIA,BA,Nordeste,15332.0,15332.0
3161,TERESINA DE GOIAS,GO,Centro-Oeste,2701.0,2701.0
3162,TERESOPOLIS,RJ,Sudeste,165123.0,165123.0
3163,TEREZINHA,PE,Nordeste,6513.0,6513.0
3164,TEREZOPOLIS DE GOIAS,GO,Centro-Oeste,7944.0,7944.0
3165,TERRA ALTA,PA,Norte,10400.0,10400.0
3166,TERRA NOVA,BA,Nordeste,10798.0,10798.0
3167,TERRA NOVA,PE,Nordeste,8920.0,8920.0
3168,TERRA ROXA,PR,Sul,18119.0,18119.0
3169,TERRA SANTA,PA,Norte,18782.0,18782.0
3170,TIBAU DO SUL,RN,Nordeste,16929.0,16929.0
3171,TIGRINHOS,SC,Sul,2329.0,2329.0
3172,TIJUCAS DO SUL,PR,Sul,17621.0,17621.0
3173,TIMBAUBA,PE,Nordeste,46147.0,46147.0
3174,TIMBAUBA DOS BATISTAS,RN,Nordeste,2348.0,2348.0
3175,TIMBE DO SUL,SC,Sul,5386.0,5386.0
3176,TIMBURI,SP,Sudeste,2464.0,2464.0
3177,TIMOTEO,MG,Sudeste,81579.0,81579.0
3178,TIO HUGO,RS,Sul,3267.0,3267.0
3179,TIRADENTES,MG,Sudeste,7744.0,7744.0
3180,TIRADENTES DO SUL,RS,Sul,5129.0,5129.0
3181,TIROS,MG,Sudeste,7883.0,7883.0
3182,TOBIAS BARRETO,SE,Nordeste,50905.0,50905.0
3183,TOCANTINIA,TO,Norte,7459.0,7459.0
3184,TOCANTINOPOLIS,TO,Norte,22615.0,22615.0
3185,TOCOS DO MOJI,MG,Sudeste,3826.0,3826.0
3186,TOMAR DO GERU,SE,Nordeste,12012.0,12012.0
3187,TOMAZINA,PR,Sul,8426.0,8426.0
3188,TOMBOS,MG,Sudeste,8609.0,8609.0
3189,TONANTINS,AM,Norte,19247.0,19247.0
3190,TORIXOREU,MT,Centro-Oeste,4164.0,4164.0
3191,TOROPI,RS,Sul,2554.0,2554.0
3192,TORRE DE PEDRA,SP,Sudeste,2046.0,2046.0
3193,TOUROS,RN,Nordeste,33035.0,33035.0
3194,TRACUATEUA,PA,Norte,28595.0,28595.0
3195,TRACUNHAEM,PE,Nordeste,13867.0,13867.0
3196,TRAIPU,AL,Nordeste,23565.0,23565.0
3197,TRAIRAO,PA,Norte,15242.0,15242.0
3198,TRAIRI,CE,Nordeste,58415.0,58415.0
3199,TRAJANO DE MORAES,RJ,Sudeste,10302.0,10302.0
3200,TRAVESSEIRO,RS,Sul,2152.0,2152.0
3201,TREMEDAL,BA,Nordeste,16296.0,16296.0
3202,TRES ARROIOS,RS,Sul,2591.0,2591.0
3203,TRES DE MAIO,RS,Sul,24916.0,24916.0
3204,TRES FORQUILHAS,RS,Sul,2760.0,2760.0
3205,TRES MARIAS,MG,Sudeste,28895.0,28895.0
3206,TRES PALMEIRAS,RS,Sul,4716.0,4716.0
3207,TRES PASSOS,RS,Sul,25436.0,25436.0
3208,TRES PONTAS,MG,Sudeste,55255.0,55255.0
3209,TREVISO,SC,Sul,3782.0,3782.0
3210,TREZE DE MAIO,SC,Sul,7362.0,7362.0
3211,TREZE TILIAS,SC,Sul,8787.0,8787.0
3212,TRINDADE,PE,Nordeste,30321.0,30321.0
3213,TRINDADE DO SUL,RS,Sul,7556.0,7556.0
3214,TRIUNFO,PB,Nordeste,9892.0,9892.0
3215,TRIUNFO,PE,Nordeste,14705.0,14705.0
3216,TRIUNFO POTIGUAR,RN,Nordeste,3376.0,3376.0
3217,TRIZIDELA DO VALE,MA,Nordeste,22484.0,22484.0
3218,TUCUNDUVA,RS,Sul,5542.0,5542.0
3219,TUFILANDIA,MA,Nordeste,5507.0,5507.0
3220,TUMIRITINGA,MG,Sudeste,5886.0,5886.0
3221,TUNAPOLIS,SC,Sul,4916.0,4916.0
3222,TUNAS,RS,Sul,3681.0,3681.0
3223,TUNAS DO PARANA,PR,Sul,6219.0,6219.0
3224,TUNTUM,MA,Nordeste,36251.0,36251.0
3225,TUPACIGUARA,MG,Sudeste,25470.0,25470.0
3226,TUPANATINGA,PE,Nordeste,26937.0,26937.0
3227,TUPANCI DO SUL,RS,Sul,1374.0,1374.0
3228,TUPANCIRETA,RS,Sul,20005.0,20005.0
3229,TUPANDI,RS,Sul,5029.0,5029.0
3230,TUPARENDI,RS,Sul,8363.0,8363.0
3231,TUPARETAMA,PE,Nordeste,8005.0,8005.0
3232,TUPASSI,PR,Sul,8077.0,8077.0
3233,TUPI PAULISTA,SP,Sudeste,15854.0,15854.0
3234,TUPIRAMA,TO,Norte,1909.0,1909.0
3235,TURIACU,MA,Nordeste,37491.0,37491.0
3236,TURIUBA,SP,Sudeste,1818.0,1818.0
3237,TURMALINA,MG,Sudeste,20000.0,20000.0
3238,TURUCU,RS,Sul,3419.0,3419.0
3239,TURURU,CE,Nordeste,15412.0,15412.0
3240,TURVELANDIA,GO,Centro-Oeste,4985.0,4985.0
3241,TURVO,SC,Sul,13043.0,13043.0
3242,TURVOLANDIA,MG,Sudeste,4935.0,4935.0
3243,TUTOIA,MA,Nordeste,53356.0,53356.0
3244,UARINI,AM,Norte,14431.0,14431.0
3245,UBAI,MG,Sudeste,11708.0,11708.0
3246,UBAITABA,BA,Nordeste,17596.0,17596.0
3247,UBAJARA,CE,Nordeste,32767.0,32767.0
3248,UBAPORANGA,MG,Sudeste,13017.0,13017.0
3249,UBARANA,SP,Sudeste,5365.0,5365.0
3250,UBIRAJARA,SP,Sudeste,5132.0,5132.0
3251,UIBAI,BA,Nordeste,13432.0,13432.0
3252,UIRAMUTA,RR,Norte,13751.0,13751.0
3253,UIRAPURU,GO,Centro-Oeste,2798.0,2798.0
3254,ULIANOPOLIS,PA,Norte,37972.0,37972.0
3255,UMARI,CE,Nordeste,6871.0,6871.0
3256,UMARIZAL,RN,Nordeste,10078.0,10078.0
3257,UMBAUBA,SE,Nordeste,23917.0,23917.0
3258,UMBURANAS,BA,Nordeste,13642.0,13642.0
3259,UMIRIM,CE,Nordeste,17470.0,17470.0
3260,UNA,BA,Nordeste,18131.0,18131.0
3261,UNIAO,PI,Nordeste,46119.0,46119.0
3262,UNIAO DA SERRA,RS,Sul,1170.0,1170.0
3263,UNIAO DE MINAS,MG,Sudeste,3828.0,3828.0
3264,UNIAO DO OESTE,SC,Sul,2774.0,2774.0
3265,UNIAO PAULISTA,SP,Sudeste,1603.0,1603.0
3266,UNIFLOR,PR,Sul,2136.0,2136.0
3267,UNISTALDA,RS,Sul,1995.0,1995.0
3268,UPANEMA,RN,Nordeste,13577.0,13577.0
3269,URAI,PR,Sul,10406.0,10406.0
3270,URANDI,BA,Nordeste,15355.0,15355.0
3271,URUACU,GO,Centro-Oeste,42546.0,42546.0
3272,URUARA,PA,Norte,43558.0,43558.0
3273,URUBURETAMA,CE,Nordeste,20189.0,20189.0
3274,URUCANIA,MG,Sudeste,10600.0,10600.0
3275,URUCARA,AM,Norte,18631.0,18631.0
3276,URUCUCA,BA,Nordeste,21420.0,21420.0
3277,URUCURITUBA,AM,Norte,23945.0,23945.0
3278,URUOCA,CE,Nordeste,13746.0,13746.0
3279,URUSSANGA,SC,Sul,20919.0,20919.0
3280,UTINGA,BA,Nordeste,16277.0,16277.0
3281,VACARIA,RS,Sul,64197.0,64197.0
3282,VALE DE SAO DOMINGOS,MT,Centro-Oeste,2904.0,2904.0
3283,VALE DO SOL,RS,Sul,9897.0,9897.0
3284,VALE REAL,RS,Sul,6058.0,6058.0
3285,VALE VERDE,RS,Sul,3150.0,3150.0
3286,VALENCA,RJ,Sudeste,68088.0,68088.0
3287,VANINI,RS,Sul,2004.0,2004.0
3288,VARGEM,SC,Sul,2627.0,2627.0
3289,VARGEM ALTA,ES,Sudeste,19563.0,19563.0
3290,VARGEM BONITA,MG,Sudeste,2158.0,2158.0
3291,VARGEM BONITA,SC,Sul,4576.0,4576.0
3292,VARGEM GRANDE DO RIO PARDO,MG,Sudeste,4633.0,4633.0
3293,VARJAO DE MINAS,MG,Sudeste,6969.0,6969.0
3294,VARJOTA,CE,Nordeste,18105.0,18105.0
3295,VARRE,SAI - RJ,Desconhecido,10207.0,10207.0
3296,VARZEA,PB,Nordeste,2668.0,2668.0
3297,VARZEA,RN,Nordeste,5233.0,5233.0
3298,VARZEA ALEGRE,CE,Nordeste,38984.0,38984.0
3299,VARZEA BRANCA,PI,Nordeste,5055.0,5055.0
3300,VARZEA DA PALMA,MG,Sudeste,33744.0,33744.0
3301,VARZEA DA ROCA,BA,Nordeste,13800.0,13800.0
3302,VARZEA DO POCO,BA,Nordeste,8101.0,8101.0
3303,VARZEA GRANDE,PI,Nordeste,4417.0,4417.0
3304,VARZEA NOVA,BA,Nordeste,13377.0,13377.0
3305,VARZEDO,BA,Nordeste,9913.0,9913.0
3306,VARZELANDIA,MG,Sudeste,18840.0,18840.0
3307,VAZANTE,MG,Sudeste,19975.0,19975.0
3308,VENHA,VER - RN,Desconhecido,3014.0,3014.0
3309,VENTANIA,PR,Sul,9681.0,9681.0
3310,VENTUROSA,PE,Nordeste,17251.0,17251.0
3311,VERA CRUZ,RN,Nordeste,10735.0,10735.0
3312,VERA CRUZ,RS,Sul,26710.0,26710.0
3313,VERA CRUZ,SP,Sudeste,10176.0,10176.0
3314,VERA MENDES,PI,Nordeste,3185.0,3185.0
3315,VERANOPOLIS,RS,Sul,24021.0,24021.0
3316,VERDEJANTE,PE,Nordeste,9169.0,9169.0
3317,VERDELANDIA,MG,Sudeste,7672.0,7672.0
3318,VERE,PR,Sul,7932.0,7932.0
3319,VEREDINHA,MG,Sudeste,5181.0,5181.0
3320,VERMELHO NOVO,MG,Sudeste,4899.0,4899.0
3321,VESPASIANO CORREA,RS,Sul,1818.0,1818.0
3322,VIADUTOS,RS,Sul,4769.0,4769.0
3323,VIANA,MA,Nordeste,51442.0,51442.0
3324,VIANOPOLIS,GO,Centro-Oeste,14956.0,14956.0
3325,VICENCIA,PE,Nordeste,26359.0,26359.0
3326,VICENTE DUTRA,RS,Sul,4665.0,4665.0
3327,VICENTINA,MS,Centro-Oeste,6336.0,6336.0
3328,VICENTINOPOLIS,GO,Centro-Oeste,8768.0,8768.0
3329,VICOSA,AL,Nordeste,24092.0,24092.0
3330,VICOSA,RN,Nordeste,1822.0,1822.0
3331,VICOSA DO CEARA,CE,Nordeste,59712.0,59712.0
3332,VICTOR GRAEFF,RS,Sul,2780.0,2780.0
3333,VIDAL RAMOS,SC,Sul,6189.0,6189.0
3334,VIEIRAS,MG,Sudeste,3700.0,3700.0
3335,VIEIROPOLIS,PB,Nordeste,4864.0,4864.0
3336,VIGIA,PA,Norte,50832.0,50832.0
3337,VILA BOA,GO,Centro-Oeste,4215.0,4215.0
3338,VILA FLOR,RN,Nordeste,3174.0,3174.0
3339,VILA FLORES,RS,Sul,3646.0,3646.0
3340,VILA LANGARO,RS,Sul,2079.0,2079.0
3341,VILA MARIA,RS,Sul,4413.0,4413.0
3342,VILA NOVA DO PIAUI,PI,Nordeste,2935.0,2935.0
3343,VILA NOVA DO SUL,RS,Sul,3863.0,3863.0
3344,VILA NOVA DOS MARTIRIOS,MA,Nordeste,10362.0,10362.0
3345,VILA PAVAO,ES,Sudeste,8911.0,8911.0
3346,VILA PROPICIO,GO,Centro-Oeste,5815.0,5815.0
3347,VIRGEM DA LAPA,MG,Sudeste,11804.0,11804.0
3348,VIRGINIA,MG,Sudeste,8908.0,8908.0
3349,VIRGINOPOLIS,MG,Sudeste,10314.0,10314.0
3350,VIRGOLANDIA,MG,Sudeste,4552.0,4552.0
3351,VIRMOND,PR,Sul,3811.0,3811.0
3352,VISTA ALEGRE,RS,Sul,2660.0,2660.0
3353,VISTA ALEGRE DO PRATA,RS,Sul,1590.0,1590.0
3354,VISTA GAUCHA,RS,Sul,2783.0,2783.0
3355,VISTA SERRANA,PB,Nordeste,3641.0,3641.0
3356,VITOR MEIRELES,SC,Sul,5370.0,5370.0
3357,VITORIA BRASIL,SP,Sudeste,1794.0,1794.0
3358,VITORIA DO JARI,AP,Norte,11291.0,11291.0
3359,VITORINO,PR,Sul,9706.0,9706.0
3360,VITORINO FREIRE,MA,Nordeste,30845.0,30845.0
3361,VOLTA GRANDE,MG,Sudeste,4443.0,4443.0
3362,WAGNER,BA,Nordeste,9503.0,9503.0
3363,WALL FERRAZ,PI,Nordeste,4059.0,4059.0
3364,WANDERLANDIA,TO,Norte,10522.0,10522.0
3365,WENCESLAU BRAZ,MG,Sudeste,2356.0,2356.0
3366,WENCESLAU GUIMARAES,BA,Nordeste,24474.0,24474.0
3367,WESTFALIA,RS,Sul,3098.0,3098.0
3368,WITMARSUM,SC,Sul,4255.0,4255.0
3369,XAMBIOA,TO,Norte,10517.0,10517.0
3370,XAMBRE,PR,Sul,5798.0,5798.0
3371,XANXERE,SC,Sul,51607.0,51607.0
3372,XAPURI,AC,Norte,18243.0,18243.0
3373,XAVANTINA,SC,Sul,3653.0,3653.0
3374,XAXIM,SC,Sul,31918.0,31918.0
3375,XIQUE,XIQUE - BA,Desconhecido,44757.0,44757.0
3376,ZABELE,PB,Nordeste,2228.0,2228.0
3377,ZE DOCA,MA,Nordeste,40801.0,40801.0
3378,ZORTEA,SC,Sul,3930.0,3930.0
